VENDOR PART#,MANUFACTURER PART #,DESCRIPTION,MSRP,CONTRACT_PRICE,QUANTITY ON HAND,MANUFACTURER_NAME,CATEGORY,SERIAL_FLAG,WEIGHT
APG-T381BL1616M5,T381-BL1616-M5,S100 BLACK 16X16 GBP 4B/8C 4BILL 8COIN L,193.15,102.14,2,APG CASH DRAWER,APG,Y,21.407
APG-T381CW1616M1,T381-CW1616-M1,S100 WHITE 16X16 EUR 5B/8C 5BILL 8COIN L,197.15,102.14,0,APG CASH DRAWER,APG,Y,21.407
APG-T381CW1616M5,T381-CW1616-M5,S100 WHITE 16X16 GBP 4B/8C 4BILL 8COIN L,197.15,102.14,0,APG CASH DRAWER,APG,Y,21.958
APG-T4801BL1616M1E2,T480-1-BL1616-M1-E2,S100 BLACK 16X16 NETPRO INTRFCBARCODE AU,450.17,230.56,4,APG CASH DRAWER,APG,Y,22.553
APG-T4801BL1616M5E2,T480-1-BL1616-M5-E2,S100 BLACK 16X16 NETPRO INTRFCBARCODE AU,493.65,209.51,0,APG CASH DRAWER,APG,Y,22.333
APG-T4881BL1616M5E2,T488-1-BL1616-M5-E2,S100 BLACK 16X16 NETPRO WIFI Ether.w/ ba,387.54,226.51,0,APG CASH DRAWER,APG,Y,22.553
APG-T4901BL1616M1,T490-1-BL1616-M1,S100 BLACK 16X16 EUR 5B/8C W/POE NetPRO,441.16,281.71,0,APG CASH DRAWER,APG,Y,30.6
APG-T520BL1616,T520-BL1616,"S100, 12V/24V MULTIPRO, BLACKSIZE 16"" X",193.15,100.08,11,APG CASH DRAWER,APG,Y,21.35
APG-T520BL1616M1,T520-BL1616-M1,S100 BLACK 16X16 EUR 12V/24V 5B/8C,149.58,91.14,0,APG CASH DRAWER,APG,Y,21.341
APG-T554ABL1616M1,T554A-BL1616-M1,S100 BLACK 16X16 EUR 5B/8C USB2,229.56,146.56,0,APG CASH DRAWER,ACD,Y,23.369
APG-V14B3A,V-14B-3A,Till Cover 1416,8.82,12.64,0,APG CASH DRAWER,AC1,N,2.601
APG-V14B4,V-14B-4,Till Cover 1616,22.06,12.64,0,APG CASH DRAWER,AC1,N,2.601
APG-V14B6,V-14B-6,LOCKING TILL COVER VASAR&1517FLAT B5 ONL,196.75,112.72,0,APG CASH DRAWER,AC1,N,28.219
APG-V14B6DUSS,V-14B-6-DUSS,LOCKING TILL COVER VASAR&1517FLAT B5 ONL,271.31,155.47,0,APG CASH DRAWER,AC1,N,22.487
APG-V15B5,V-15B-5,TILL EURO/STERLING VASAR&15178COIN/4NOTE,250.4,143.55,0,APG CASH DRAWER,AC1,N,26.896
APG-V15B5DUSS,V-15B-5-DUSS,TILL EURO/STERLING VASAR&15178COIN/4NOTE,324.96,186.18,0,APG CASH DRAWER,AC1,N,26.896
APG-VB237ABL1616B5,VB237A-BL1616-B5,VASARIO BLACK EUST 8COIN/4NOTE24V PORT,137.13,60.56,1,APG CASH DRAWER,ACD,Y,17.218
APG-VB320BG1616B5,VB320-BG1616-B5,"VASARIO SERIES, BEIGE, PAINTEDFRONT,16X1",173.06,72.14,4,APG CASH DRAWER,ACD,Y,16.8
APG-VB320BL1313B26,VB320-BL1313-B26,VASARIO BLACK EU 8COIN/5NOTE 335X335X100,159.67,66.55,0,APG CASH DRAWER,ACD,Y,11.1
APG-VB320BL1616B5,VB320-BL1616-B5,VASARIO BLACK EUST 8COIN/4NOTE411.5X414.,173.06,72.14,19,APG CASH DRAWER,ACD,Y,16.65
APG-VB420BL1616B5,VB420-BL1616-B5,VASARIO BLACK EUST 8COIN/4NOTE411.5X414.,173.06,72.14,0,APG CASH DRAWER,ACD,Y,16.976
APG-VB484ABL1616B5,VB484A-BL1616-B5,VASARIO BLACK EUST 8COIN/4NOTESERIAL INT,190.8,114.55,0,APG CASH DRAWER,APG,Y,18.298
APG-VB554ABL1616B5,VB554A-BL1616-B5,"VASARIO USB,BLACK PAINTED,W/ B5 4 X 8 AD",266.78,148.7,2,APG CASH DRAWER,ACD,Y,17.55
APG-VMPK15B5BX,VMPK-15B-5-BX,8 BILL X 8 COIN TILL FOR VASARIO 1616&16,25.07,16.91,0,APG CASH DRAWER,ACD,N,2.91
APG-VP101BL1416B5,VP101-BL1416-B5,VASARIO BLACK EUST 8C/4N 351X415X102MM M,98.38,53.68,0,APG CASH DRAWER,ACD,Y,17.02
APG-VP101BL1616B5,VP101-BL1616-B5,"VASARIO MANUAL PUSH BUTTON, BL16X16,NO M",129.54,61.71,0,APG CASH DRAWER,ACD,Y,16.85
APG-VP320BL1416B4,VP320-BL1416-B4,"VASARIO 14 x 16"",BLACK PAINTEDB4 TILL (4",128.2,61.21,0,APG CASH DRAWER,APG,Y,14.3
APG-VPK14B4BX,VPK-14B-4-BX,TILL COVER FOR V-15B-2 TILL INDIVIDUALLY,22.06,12.64,0,APG CASH DRAWER,AC1,N,2.15
APG-VPK14B6BX,VPK-14B-6-BX,"TILL COVER FOR V-15B-5,10,12 TILL INDIVI",28.96,15.36,70,APG CASH DRAWER,AC1,N,2.249
APG-VPK14B6CS12,VPK-14B-6-CS12,LOCKING TILL COVER VASAR&1517FLAT B5 ONL,236.1,135.26,12,APG CASH DRAWER,AC1,N,28.197
APG-VPK15B26BX,VPK-15B-26-BX,Replacement till for 1313 sizeVasario ca,20.87,11.96,2,APG CASH DRAWER,AC1,N,1.587
APG-VPK15B2ABX,VPK-15B-2A-BX,INDIVIDUAL TILL/FOR V1616 ANDV1618; 5 BI,23.85,13.67,0,APG CASH DRAWER,AC1,N,2.45
APG-VPK15B4ABX,VPK-15B-4A-BX,"SPARE, 4X8 TILL FOR V-1416 INDIVIDUALLY",40.53,23.23,3,APG CASH DRAWER,AC1,N,2.535
APG-VPK15B5BX,VPK-15B-5-BX,"SPARE, 4X8 TILL FOR V-1616 INDIVIDUALLYB",34.31,18.19,19,APG CASH DRAWER,AC1,N,2.69
APG-VPK15B5CS6,VPK-15B-5-CS6,TILL EURO/STERLING VASAR&15178COIN/4NOTE,150.24,86.13,41,APG CASH DRAWER,AC1,N,14.837
APG-VPK15FTC01BX,VPK-15FTC-01-BX,FIXED FLIP TOP TILL & LOCKINGTILL COVER,42.94,30.76,8,APG CASH DRAWER,AC1,N,5.25
APG-VPK15J01BX,VPK-15J-01-BX,WEIGHABLE COIN CUPS FOR B5 & B10 TILL (8,22.67,12.98,27,APG CASH DRAWER,AC1,N,0.97
APG-VPK2715BX,VPK-27-15-BX,UNDER COUNTER MOUNTING BRACKETFOR VASARI,26.83,19.23,0,APG CASH DRAWER,AC1,N,4.85
APG-VPK2716BX,VPK-27B-16-BX,UNDERCOUNTER MOUNT BRACKET KIT16IN DEEP,26.83,19.23,0,APG CASH DRAWER,AC1,N,4.95
APG-VPK63501,VPK-635-01,TILL INSERT FOR JG6352BL1517 4B/8C TOS,24.42,14.32,5,APG CASH DRAWER,AC1,N,2.601
APG-VPK8K235,VPK-8K-235,"VASARIO 2 KEY SET, TYPE 235",8.53,5.65,4,APG CASH DRAWER,AC1,N,0.022
APG-VPK8K243,VPK-8K-243,"VASARIO 2 KEY SET, TYPE 243",8.53,5.65,5,APG CASH DRAWER,AC1,N,0.022
APG-VPK8K435,VPK-8K-435,"VASARIO 2 KEY SET, TYPE 435",19.25,12.75,5,APG CASH DRAWER,AC1,N,0.022
APG-VPK8K542,VPK-8K-542,"VASARIO 2 KEY SET, TYPE 542",8.53,5.65,6,APG CASH DRAWER,AC1,N,0.022
APG-VPK8KXXX,VPK-8K-XXX,DRAWER KEY PARTS KIT VASARIO SEE NOTE,5.38,3.85,0,APG CASH DRAWER,AC1,N,0.022
APG-VPK8LS235,VPK-8LS-235,VASARIO LOCK PARTS KIT (#235)KEYED FOR #,19.25,12.75,0,APG CASH DRAWER,AC1,N,0.088
APG-VPK8LS243,VPK-8LS-243,"VASARIO 2 KEY LOCK SET, TYPE 243",19.25,12.75,0,APG CASH DRAWER,AC1,N,0.088
APG-VPK8LS435,VPK-8LS-435,"VASARIO TUMBLER ASSEMBLY FOR 435 KEY, CO",19.25,12.75,0,APG CASH DRAWER,AC1,N,0.088
APG-VPK8LS542,VPK-8LS-542,VASARIO LOCK PARTS KIT (#542)KEYED FOR #,19.25,12.75,0,APG CASH DRAWER,AC1,N,0.882
APG-VPK8LSF235,VPK-8LS-F-235,FLIPTOP KEY LOCK WITH KEYS 235SUPPLIED W,19.25,12.75,2,APG CASH DRAWER,AC1,N,0.088
APG-VPK8LSF243,VPK-8LS-F-243,FLIPTOP KEY LOCK WITH KEYS 243SUPPLIED W,14.9,10.68,0,APG CASH DRAWER,AC1,N,0.088
APG-VPK8LSF435,VPK-8LS-F-435,"FLIP TOP LOCK SET, 435 KEY COMES W/LOCK",19.25,12.75,2,APG CASH DRAWER,AC1,N,0.088
APG-VPK8LSF542,VPK-8LS-F-542,FLIPTOP KEY LOCK WITH KEYS 542SUPPLIED W,14.91,11.48,3,APG CASH DRAWER,AC1,N,0.088
APG-VRKAW0711,VRK-AW0711,Stratis Tablet Holder for Mobile POS Sol,156.8,76.38,1,APG CASH DRAWER,AC1,N,3.086
APG-VRKBL0711,VRK-BL0711,Stratis Tablet Holder for Mobile POS Sol,156.8,78.62,0,APG CASH DRAWER,AC1,N,3.086
APG-VTC320BL1617B5,VTC320-BL1617-B5,Stratis Integration CashD 24Vinterface c,190.8,91.11,0,APG CASH DRAWER,ACD,Y,45.195
APG-VTL320BL1617B5,VTL320-BL1617-B5,Stratis Integration CashD 24Vinterface L,217.63,103.91,0,APG CASH DRAWER,ACD,Y,19.82
BAR-B7A2A40GJ0SYEQA6,B7-A2A4-0GJ0/SYEQA60,MC92ex-G Zone2/22 WLAN ABGN BT1Gb/2GB WM,2421.57,1957.16,0,BARTEC,EUR,Y,2.866
BAR-B7A2A40GJ0SYEYA6,B7-A2A4-0GJ0/SYEYA60,MC92ex-G Zone2/22 WLAN ABGN BT1D LRX CE7,2421.57,1957.16,0,BARTEC,EUR,Y,2.888
BAR-B7A2A40GJ0SYFQA6,B7-A2A4-0GJ0/SYFQA60,MC92ex-G Zone2/22 WLAN ABGN BT1Gb/2GB WM,2421.57,1957.16,0,BARTEC,EUR,Y,2.844
BAR-B7A2A40KA0SYEQA6,B7-A2A4-0KA0/SYEQA60,MC92ex-K Zone2/22 WLAN ABGN BT1D SR WM6.,2421.57,1957.16,0,BARTEC,EUR,Y,1.433
BAR-B7A2A40KA0SYFY01,B7-A2A4-0KA0/SYFYA60,MC92N0ex-K ATEX Zone2/22 1D SRCE7.0 43K,2421.57,1719.31,0,BARTEC,BA1,Y,2.646
SYM-A2Z00007,B7-A2Z0-0007,Spare battery for MC 75Ax ATEXZone 2/22,181.49,130.39,0,BARTEC,BA1,N,0.176
SYM-A2Z00008,B7-A2Z0-0008,Spare battery for MC 75Axex 3.7 V/4800 m,216.22,174.75,0,BARTEC,EUR,N,0.265
MOT-B7A2Z00012,B7-A2Z0-0012,Spare battery for MC 95xxex ATEX Zone 2,177.21,143.23,0,BARTEC,EUR,N,0.353
SYM-B7A2Z00017,B7-A2Z0-0017,Protective display foil (5 pcs,34.8,47.67,0,BARTEC,EUR,N,0.044
BAR-B7A2Z00025,B7-A2Z0-0025,SPARE BATTERY LI-ION MC 92N0exATEX Zones,197.59,159.7,0,BARTEC,EUR,N,0.309
BAT-510590041091,5-1059-00-4-1091,ONLY FOR EU ADAPTER CBL FORVOXTER (5 P,57.24,36.06,0,BATSTAR,BAC,N,0.088
BAT-521100011051,5-2110-00-1-1051,ONLY FOR EU BHD-HEAD HEADSETW/ BINDER,113.72,76.75,0,BATSTAR,BHS,N,0.11
BAT-521100021045,5-2110-00-2-1045,ONLY FOR EU BHD-HEAD HEADSETW/ QD CONN,113.72,76.75,0,BATSTAR,BHS,N,1.653
BAT-521100090002,5-2110-00-9-0002,EAR PAD FOR BEHIND-THE-HEAD HEADSET - 10,0.76,0.53,0,BATSTAR,BAC,N,0.022
BAT-562000021045,5-6200-00-2-1045,ONLY FOR EU D-SHAPE HEADSETW/ QD CONNE,113.72,66.44,0,BATSTAR,BHS,N,0.11
BAT-581100097102,5-8110-00-9-7102,MICROPHONE FOAM FOR COMF/BHD-HEAD HS- 25,0.92,0.64,75,BATSTAR,BAC,N,0.022
BRO-PA4BC4000EU,PA4BC4000EU,EOLBatt charg for RJ Series- EU Cable,317.88,193.91,3,Brother,BRA,N,2.205
BRO-PAAD600EU,PAAD600EU,AC Adapter for PJ & RJ Series- EU Versio,36.99,22.57,1,Brother,BRA,N,0.992
BRO-PAAD600UK,PAAD600UK,AC Adapter for PJ & RJ Series- UK Versio,36.99,22.57,4,Brother,BRA,N,1.08
BRO-PABT4000LI,PABT4000LI,Rechargeable Li-ion battery for RJ Serie,97.69,59.59,2,Brother,BRA,N,0.705
BRO-PABT500,PABT500,Battery Ni-MH for PJ Series -14.4V,33.57,20.65,5,Brother,BRA,N,0.287
BRO-PABT600LI,PA-BT-600LI,Battery Li-ion for PJ Series -Extended c,194.24,118.48,0,Brother,BRA,N,0.86
BRO-PAC411,PA-C-411,Thermal Paper A4 sheet for PJSeries - (1,8.71,5.31,9,Brother,BRM,N,1.102
BRO-PACC500,PACC500,Carry case for PJ Series,6.83,4.17,5,Brother,BRA,N,1.764
BRO-PACD600CG,PACD600CG,Cigarette lighter adapter forPJ Series,18.21,11.1,13,Brother,BRA,N,0.441
BRO-PACD600WR,PACD600WR,Car adapter pro PJ Series,18.21,11.1,6,Brother,BRA,N,0.441
BRO-PACM4000,PACM4000,Car mount for RJ Series,47.97,29.26,6,Brother,BRA,N,2.205
BRO-PACM500,PACM500,Car mount (with fast release)not compat,84.24,51.38,6,Brother,BRA,N,3.307
BRO-PAMCR4000,PAMCR4000,Magnetic card reader (MSR) forRJ Series,114.9,70.09,0,Brother,BRA,N,0.441
BRO-PAR411B,PA-R-411B,Thermal Paper A4 roll (6 rollsper box) ,45.47,27.73,18,Brother,BRM,N,6.768
BRO-PARB600,PARB600,Protective cover rubber housing not com,15.4,9.39,8,Brother,BRA,N,0.419
BRO-PARC600,PARC600,Carry case for PJ Series notcompatible,48.55,29.61,3,Brother,BRA,N,1.565
BRO-PARH600,PARH600,Paper roll holder for PJ6XX not compati,40.06,24.44,3,Brother,BRA,N,0.088
BRO-PASS4000,PASS4000,Shoulder strap for RJ Series,25.77,15.72,5,Brother,BRA,N,0.22
BRO-PAWC4000,PAWC4000,Weather case for RJ Series,46.37,28.28,0,Brother,BRA,N,1.102
BRO-RDM01E5,RD-M01E5,Paper label roll for RJ Serie102mmx27m ,3.39,2.06,0,Brother,BRM,N,0.507
BRO-RDM03E1,RDM03E1,Paper label roll for RJ Serie102x152mm (,5.97,3.64,12,Brother,BRM,N,0.463
CDL-RB250,RB-250,1.8M UK TYPE G - C13 BLACK POWER CABLE,2.12,1.41,1393,Cables Direct,CDL,N,0.471
CDL-RB299A,RB-299A,1.8M EU CEE 7/7 - C13 BLACK POWER CABLE,1.82,1.21,128,Cables Direct,CDL,N,0.471
CDL-SL502,SL-502,2M SERIAL PRINTER CABLE DB9F-DB25M GREY,2.35,1.56,61,Cables Direct,CDL,N,0.331
CDL-USB2102K,USB2-102K,2M USB 2.0 DATA CABLE A-M - B-M BLACK,1.11,0.74,67,Cables Direct,CDL,N,0.154
COD-BTHDGM2R0C0,BTHDG-M2-R0-C0,M2 MODEM STRAIGHT USB CABLE,117.1,73.27,0,CODE,COD,N,0.25
COD-BTHDGM2R0C0FIPS,BTHDG-M2-R0-C0-FIPS,"M2 MODEM, FIPS, USB CABLE",117.1,73.27,0,CODE,COD,N,0.65
COD-BTHDGM3R0C0,BTHDG-M3-R0-C0,M3 MODEM STRAIGHT USB CABLE,117.1,73.27,0,CODE,COD,N,0.683
COD-BTHDGM3R0C1,BTHDG-M3-R0-C1,"M3 MODEM, COILED RS232 CABLE",123.95,77.55,0,CODE,COD,N,0.75
COD-BTHDGM3R0C20,BTHDG-M3-R0-C20,M3 MODEM 12' STRAIGHT USB CABLE,123.95,77.55,0,CODE,COD,N,3
COD-BTHDGM3R0C3,BTHDG-M3-R0-C3,M3 MODEM COILED SPECIALTY CABLE,146.16,91.47,0,CODE,COD,N,2
COD-BTHDGM3R0CX,BTHDG-M3-R0-CX,M3 MODEM,102.56,64.18,0,CODE,COD,Y,0.507
DMX-78244842,78-2448-42,TT OPTION A-6310,94.99,62.18,0,DATAMAX-ONEIL,DXA,N,4.189
DMX-78244843,78-2448-43,"TTO LH 4"" CSI/CSO A CLASS",75.99,49.74,0,DATAMAX-ONEIL,DXA,N,2.425
ONL-78728S132,78728S1-3-2,APEX2 PRINTER RS232  BT W/O PSU,346.51,221.04,0,DATAMAX-ONEIL,DMP,Y,1.345
DMX-78728S14,78728S1-4,"Apex2, RS232, iOS Bluetooth",376.15,239.94,0,DATAMAX-ONEIL,DMP,Y,2.2
DMX-78828U1R4,78828U1R-4,"APEX3, USB, IOS BLUETOOTH MAGNETIC CARD",490.13,312.67,0,DATAMAX-ONEIL,DMP,Y,2.2
DMX-7A3002101,7A300210-1,CBL USB  RIGHT ANGLE TO TYPE A APEX 3,18.24,11.64,0,DATAMAX-ONEIL,DAC,N,0.15
ONL-7AS250013RAKIT,7AS250013-RAKIT,PLATEN ASSY  STAINLESS APEX 2,28.12,18.42,0,DATAMAX-ONEIL,DXA,N,0.044
DMX-C320046400004,C32-00-46400004,H4212X TT EU/UK 200DPI 3HUB INT REW 8MB,2230.29,1422.74,0,DATAMAX-ONEIL,DMP,Y,56.438
DMX-C330046000004,C33-00-46000004,H4310X TT EU/UK 300DPI 3HUB 8MB FLASH,2161.9,1379.12,0,DATAMAX-ONEIL,DMP,Y,52.911
DMX-C330046400004,C33-00-46400004,H4310X TT EU/UK 300DPI 3HUB INT REW 8MB,2382.27,1519.69,0,DATAMAX-ONEIL,DMP,Y,56.218
DMX-C33L2464000V4,C33-L2-464000V4,H-4310X TT EU/UK 300DPI INT REW UHF RFID,3373.9,2152.27,0,DATAMAX-ONEIL,DMP,Y,67.483
DMX-C340046000007,C34-00-46000007,H4408 TT EU/UK 400DPI 3HUB 8MBTALL DSP,2481.04,1582.71,0,DATAMAX-ONEIL,DMP,Y,47.884
DMX-C360045000006,C36-00-45000006,H4606X TT EU/UK 600DPI 3HUB 8MB FLASH IN,3237.14,2065.04,0,DATAMAX-ONEIL,DMP,Y,47.62
DMX-C360046000006,C36-00-46000006,H4606 TT EU/UK 600DPI 40 MM MEDIA HUB 8M,3301.73,2106.24,0,DATAMAX-ONEIL,DMP,Y,45.062
DMX-C360046000007,C36-00-46000007,H4606 TT EU/UK 600DPI 3HUB 8MBTL DSP,3286.54,2096.54,0,DATAMAX-ONEIL,DMP,Y,45.658
DMX-C360046040007,C36-00-46040007,H4606 TT EU/UK 600DPI 3HUB STANDARD CUTT,3746.25,2389.81,0,DATAMAX-ONEIL,DMP,Y,55.865
DMX-C420046000006,C42-00-46000006,H4212 TT EU/UK 203DPI 40MM MEDIA HUB,1835.14,1170.67,0,DATAMAX-ONEIL,DMP,Y,47.399
DMX-C420046000007,C42-00-46000007,H4212 TT EU/UK 200DPI 3HUB 8MBTALL DSP,1819.94,1160.97,2,DATAMAX-ONEIL,DMP,Y,45.195
DMX-C4200460000S7,C42-00-460000S7,H4212 TT EU/UK 203DPI 3HUB 8MBTALL DSP,3107.97,1982.63,0,DATAMAX-ONEIL,DMP,N,37.479
DMX-C420046000J06,C42-00-46000J06,H-4212 TT EU/UK 203DPI INT LAN+WIRELESS,2297.14,1465.39,0,DATAMAX-ONEIL,DMP,Y,77.999
DMX-C420046040007,C42-00-46040007,H4212 TT EU/UK 200DPI 3HUB 8MBTALL DSP S,2279.68,1454.24,0,DATAMAX-ONEIL,DMP,Y,50.001
DMX-C4200464010S7,C42-00-464010S7,H4212 TT UK/EU W/TALL DSP 8MBFLASH PRNTR,3252.34,2074.73,0,DATAMAX-ONEIL,DMP,Y,47.84
DMX-C420046901007,C42-00-46901007,H-4212 TT EU/UK 203 DPI CAST PEEL & PRES,2097.29,1337.9,0,DATAMAX-ONEIL,DMP,Y,56.989
DMX-C42L243000SV7,C42-L2-43000SV7,H4212 BI-DIRECT.TT EU PLUG UHF8MB RFID U,3206.72,2045.63,0,DATAMAX-ONEIL,DMP,Y,39.573
DMX-C430046000007,C43-00-46000007,"H4310 TT EU/UK 300DPI 3""HUB 8MB TALL DSP",1949.12,1243.38,0,DATAMAX-ONEIL,DMP,Y,40.785
DMX-C460046000004,C46-00-46000004,H4606X TT EU/UK 600DPI 3HUB 8MB FLASH,3392.92,2164.41,0,DATAMAX-ONEIL,DMP,Y,54.763
DMX-C460046400004,C46-00-46400004,H4606X TT EU/UK 600DPI 3HUB 8MB FLASH IN,3613.29,2304.99,0,DATAMAX-ONEIL,DMP,Y,55.556
DMX-C620046000004,C62-00-46000004,H6212X TT EU/UK 203DPI 3HUB 8MB FLASH,2637.92,1421.66,0,DATAMAX-ONEIL,DMP,Y,61.487
DMX-C620046400004,C62-00-46400004,H6212X TT EU/UK 3HUB INTERNALREWINDER,2967.21,1599.12,0,DATAMAX-ONEIL,DMP,Y,63.934
DMX-C630046000004,C63-00-46000004,H6310X TT EU/UK 300DPI 3HUB 8MB FLASH,2782.65,1499.66,2,DATAMAX-ONEIL,DMP,Y,62.942
DMX-C630046400004,C63-00-46400004,H6310X TT EU/UK 300DPI 3HUB INT REW 8MB,3111.94,1677.12,0,DATAMAX-ONEIL,DMP,Y,67.241
DMX-C630046E00004,C63-00-46E00004,H6310X EU/UK 3HUB BAS PEEL PRS & INT REW,3177.07,1712.23,0,DATAMAX-ONEIL,DMP,Y,66.139
DMX-C820043400004,C82-00-43400004,H6210 TT EU 203DPI 3HUB 8MB TALL DSP INT,2587.26,1394.35,0,DATAMAX-ONEIL,DMP,Y,55.336
DMX-C820046000004,C82-00-46000004,H6210 TT EU/UK 203DPI 3HUB 8MBTALL DSP,2384.62,1285.13,7,DATAMAX-ONEIL,DMP,Y,56
DMX-C820046001J04,C82-00-46001J04,H6210 TT EU/UK 203DPI PLZ EMUINT LAN+WIR,2824.64,1522.29,0,DATAMAX-ONEIL,DMP,Y,58.422
DMX-C820046002004,C82-00-46002004,"H6210 6"" 203dpi 10IPS TT PL-I EU/UK Cabl",2384.59,1285.14,0,DATAMAX-ONEIL,DMP,Y,77.162
DMX-C820046040004,C82-00-46040004,H6210 TT EU/UK 203DPI CUTTER KIT 3HUB 8M,2920.16,1573.76,0,DATAMAX-ONEIL,DMP,Y,45.195
DMX-C820046E00004,C82-00-46E00004,H6210 TT EU/UK 203 DPI 3'HUB 8MB TL DSP,2656,1431.41,0,DATAMAX-ONEIL,DMP,Y,60.142
DMX-C820046E000S4,C82-00-46E000S4,H6210 TT EU/UK 203DPI 3HUB 8MBTALL DSP B,3882.66,2092.49,0,DATAMAX-ONEIL,DMP,Y,82.298
DMX-C820046E00P04,C82-00-46E00P04,H6210 TT EU/UK 203DPI 3HUB PRSNT INT REW,2905.69,1565.97,0,DATAMAX-ONEIL,DMP,Y,57.32
DMX-C830046000004,C83-00-46000004,H8308X TT EU/UK 300DPI 3HUB 8MB FLASH,4251.6,2712.17,4,DATAMAX-ONEIL,DMP,Y,65
DMX-C830046400004,C83-00-46400004,H8308 BI-DIR TT EU/UK BLK 8MBFLASH 220V,4756.92,3034.53,0,DATAMAX-ONEIL,DMP,Y,58.422
DMX-C830046440004,C830046440004,H8308X TT EU/UK 300DPI 3HUB 8M RWD+CUT,5744.03,3664.22,0,DATAMAX-ONEIL,DMP,Y,99.208
DMX-C830046E00004,C83-00-46E00004,H8308X DT/TT EU/UK 300DPI PEELNPST INT R,4821.53,3075.72,0,DATAMAX-ONEIL,DMP,Y,73.855
DMX-C930043000004,C93-00-43000004,"H6308 TT EU 8MB TALL DSP 3"" HUB",2601.73,1402.14,0,DATAMAX-ONEIL,DMP,Y,56.879
DMX-C930046000004,C93-00-46000004,"H6308 TT EU/UK 8MB TALL DSP 3""HUB",2601.73,1402.14,2,DATAMAX-ONEIL,DMP,Y,50.706
DMX-C930046002004,C93-00-46002004,H6308 TT EU/UK PL-I EMULATION3'' HUB,2601.7,1402.14,0,DATAMAX-ONEIL,DMP,Y,75.376
DMX-C930046040004,C93-00-46040004,"H6308 TT EU/UK 8MB TALL DSP 3""HUB STANDA",3137.27,1690.77,0,DATAMAX-ONEIL,DMP,Y,61.729
DMX-C930046400004,C93-00-46400004,H6308 TT EU/UK 3HUB INT REW 8MB TL DSP,2804.37,1511.36,0,DATAMAX-ONEIL,DMP,Y,59.745
DMX-C930046E01004,C93-00-46E01004,"H6308 TT EU/UK 8MB TALL DSP 3""HUB PL-Z P",2873.11,1548.42,0,DATAMAX-ONEIL,DMP,Y,61.729
DMX-IQWAX65360,IQWAX-65360,"RIB WAX  65MMX360M 1""CORE 24/BX FOR M/I/",4.27,2.11,0,DATAMAX-ONEIL,DME,N,0.573
DMX-IQWAX76360,IQWAX-76360,"RIB WAX 76MMX360M 1""CORE 24/BXFOR M/I/H-",4.75,2.45,104,DATAMAX-ONEIL,DME,N,0.639
DMX-IQWAX83360,IQWAX-83360,"RIB WAX 83mmX360m 1""CORE 24/BXFOR M/I/H-",5.45,2.68,0,DATAMAX-ONEIL,DME,N,0.728
DMX-IQWAX90360,IQWAX-90360,"RIB WAX  90MMX360M 1""CORE 24/BX FOR M/I/",5.91,2.91,24,DATAMAX-ONEIL,DME,N,4.409
DMX-JA4001E000H00,JA4-00-1E000H00,OE-4205E DT/TT EU/UK 203DPI8MB FLASH S,465.54,225.29,0,DATAMAX-ONEIL,DMP,Y,9.127
DMX-KA30006000000,KA3-00-06000000,M4308 II DT EU/UK 300DPI FIX MD HNGR 8MB,923.04,538.06,1,DATAMAX-ONEIL,DMP,Y,30.247
DMX-KA30046000000,KA3-00-46000000,M4308 II TT EU/UK 300DPI FIX MD HANGR 8M,984.08,573.67,0,DATAMAX-ONEIL,DMP,Y,33
DMX-KA30046000007,KA3-00-46000007,M4308 II TT EU/UK 300DPI 3HUB8MB GRAP DS,920.11,536.35,0,DATAMAX-ONEIL,DMP,Y,32.276
DMX-KA30046000Y00,KA3-00-46000Y00,M4308 II TT EU/UK 300DPI LAN FIX MD HANG,1145.72,667.86,5,DATAMAX-ONEIL,DMP,Y,33.069
DMX-KA30046000Y07,KA3-00-46000Y07,M4308 II TT EU/UK 300DPI LAN 3HUB 8MB GR,1145.72,667.86,0,DATAMAX-ONEIL,DMP,Y,33.069
DMX-KA30046040Y07,KA3-00-46040Y07,M4308 II TT EU/UK 300DPI STD CUT LAN 3HU,1450.98,845.82,0,DATAMAX-ONEIL,DMP,Y,43.894
DMX-KA30046400007,KA3-00-46400007,M4308 II TT EU/UK 300DPI INT REW 3.0 HUB,1106.21,644.83,0,DATAMAX-ONEIL,DMP,Y,34.392
DMX-KA30046900Y00,KA3-00-46900Y00,M4308 II TT EU/UK 300DPI CASTPL NPST FX,1375.56,801.86,0,DATAMAX-ONEIL,DMP,Y,51.809
DMX-KA3J246000YR0,KA3-J2-46000YR0,M4308 II DT EU/UK 300DP RFIDHFFIX MD HAN,1741.9,1015.4,0,DATAMAX-ONEIL,DMP,Y,33.554
DMX-KA3L246400YV7,KA3-L2-46400YV7,M-4308 TT EU/UK 300DPI 3HUB INT REW LAN,2205.21,1285.46,0,DATAMAX-ONEIL,DMP,Y,44.092
DMX-KD20006000000,KD2-00-06000000,M4206 II DT EU/UK 203DPI FIX MD HANGR 8M,714.73,416.62,0,DATAMAX-ONEIL,DMP,Y,29.74
DMX-KD20006000007,KD2-00-06000007,M4206 MKII DT EU/UK 203DPI 3HUB,714.73,416.62,0,DATAMAX-ONEIL,DMP,Y,30.181
